name,total_time,found,error,found.num_mutations,path,source,oop_category,side_effects,opcode_count,max_vm_usage,stats.Evaluated,stats.BankSize,stats.FoundContextCount,stats.MaxMutatingOpcodes,stats.MaxDepth,stats.MaxSize,string_literals,num_literals,iterations,expected,examples_count,var_count
MaxAndMinWithN,4.43722,"arr.sort((a, b)=>a - b)[n - 1] + arr[0]",,1,tasks/benchmarks/fromSobeq/must/sobeq-new/MaxAndMinWithN.sy,https://github.com/peleghila/sobeq/blob/main/benchmarks/must/sobeq-new/MaxAndMinWithN.sy,Primitive Objects,With Side Effects,880,2.552205312 GB,1871291,588476,624,3,4,16,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 468170}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 37040921}, 'statistics': {'Evaluated': 545, 'BankSize': 65, 'FoundContextCount': 17, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 507497808}, 'statistics': {'Evaluated': 234677, 'BankSize': 11579, 'FoundContextCount': 607, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 12}}, {'time': {'secs': 3, 'nanos': 891647222}, 'statistics': {'Evaluated': 1636614, 'BankSize': 576897, 'FoundContextCount': 17, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 16}}]","['arr.sort((a, b)=>a - b)[0] + arr.reverse()[0]', 'arr.sort((a, b)=>a - b)[0] + arr.pop()']",2,2
ArrayCounter-mustmut,5.767099,"++count[index], count",,1,tasks/benchmarks/fromSobeq/must/stateCopies/ArrayCounter-mustmut.sy,https://github.com/peleghila/sobeq/blob/main/benchmarks/must/stateCopies/ArrayCounter-mustmut.sy,Primitive Objects,With Side Effects,880,4.240642048 GB,3712873,921662,525,3,4,21,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 581633}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 44500970}, 'statistics': {'Evaluated': 539, 'BankSize': 70, 'FoundContextCount': 16, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 418674068}, 'statistics': {'Evaluated': 262612, 'BankSize': 12161, 'FoundContextCount': 509, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 5, 'nanos': 302836808}, 'statistics': {'Evaluated': 3450261, 'BankSize': 909501, 'FoundContextCount': 16, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 21}}]",['count[index]++; count'],2,2
ArrayCounter,5.8491610000000005,"++count[index], count",,1,tasks/benchmarks/fromSobeq/may/sobeq-new/ArrayCounter.sy,https://github.com/peleghila/sobeq/blob/main/benchmarks/may/sobeq-new/ArrayCounter.sy,Primitive Objects,With Side Effects,880,3.552555008 GB,2988529,793127,525,3,4,19,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 399784}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 42930103}, 'statistics': {'Evaluated': 539, 'BankSize': 70, 'FoundContextCount': 16, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 401757060}, 'statistics': {'Evaluated': 262612, 'BankSize': 12161, 'FoundContextCount': 509, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 5, 'nanos': 403401828}, 'statistics': {'Evaluated': 2725917, 'BankSize': 780966, 'FoundContextCount': 16, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 19}}]","['count[index]++, count', '(count[index]++, count)', 'count.slice(0,index).concat(count[index] + 1).concat(count.slice(index + 1))']",2,2
sypet_06_solveLinearMatrixInput,12.478409,(new SingularValueDecomposition(mat)).solve(vec.transpose()).to1DArray(),,0,tasks/benchmarks/fromFrangel/sypet/sypet_06_solveLinearMatrixInput.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/sypet/SyPet_06_solveLinear.java,Full OOP,Without Side Effects,2505,859.062272 MB,338836,7863,4,0,4,13,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 29099590}, 'statistics': {'Evaluated': 9, 'BankSize': 9, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 124314468}, 'statistics': {'Evaluated': 1132, 'BankSize': 57, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 2, 'MaxSize': 5}}, {'time': {'secs': 3, 'nanos': 756013780}, 'statistics': {'Evaluated': 332196, 'BankSize': 6444, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 8, 'nanos': 568480656}, 'statistics': {'Evaluated': 6640, 'BankSize': 1419, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 4, 'MaxSize': 13}}]",['(new SingularValueDecomposition(mat)).inverse().mmul(vec).transpose()).to1DArray()'],1,2
extract-word-containing-specific-textmodified,15.502491,"""_"".replaceAll("""", _arg_0).split("" "")[_arg_0.length / _arg_0.indexOf("" "")]",,0,tasks/benchmarks/fromSobeq/may/probe/extract-word-containing-specific-textmodified.sy,https=//exceljet.net/formula/extract-word-containing-specific-text,Primitive,Without Side Effects,880,8.211443712 GB,14840379,1362731,30,1,4,25,"[' ', '_', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 468150}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 42546245}, 'statistics': {'Evaluated': 512, 'BankSize': 62, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 276609674}, 'statistics': {'Evaluated': 225215, 'BankSize': 5242, 'FoundContextCount': 27, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 15, 'nanos': 182365818}, 'statistics': {'Evaluated': 14615164, 'BankSize': 1357489, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 25}}]","[""_arg_0.slice(_arg_0.lastIndexOf(' ',_arg_0.indexOf('_')) + 1).split(' ')[0]""]",2,1
get_range_loopy_while,18.445565,out.push(start + i) / ((++i) / i),,2,tasks/benchmarks/fromSobeq/must/LooPy/get_range_loopy_while.sy,https://github.com/KasraF/SnippySynthesizer/blob/loopy/src/test/resources/frangel_control/get_range_loopy.examples.json,Primitive Objects,With Side Effects,882,15.541354496 GB,6640469,1842846,2107,3,4,17,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 587574}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 6, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 55781026}, 'statistics': {'Evaluated': 1185, 'BankSize': 112, 'FoundContextCount': 31, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 2, 'nanos': 987237345}, 'statistics': {'Evaluated': 1489263, 'BankSize': 38042, 'FoundContextCount': 2076, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 15, 'nanos': 401406079}, 'statistics': {'Evaluated': 5151206, 'BankSize': 1804804, 'FoundContextCount': 31, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 17}}]",['out.push(start + i++)'],5,4
ArraySwap,23.118976,"arr.push(arr.splice(i, 1).pop())",,2,tasks/benchmarks/fromSobeq/must/sobeq-new/ArraySwap.sy,https://github.com/peleghila/sobeq/blob/main/benchmarks/must/sobeq-new/ArraySwap.sy,Primitive Objects,With Side Effects,880,20.258635776 GB,11354009,1990334,595,3,4,27,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 468351}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 42288384}, 'statistics': {'Evaluated': 525, 'BankSize': 65, 'FoundContextCount': 15, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 433857018}, 'statistics': {'Evaluated': 209167, 'BankSize': 8912, 'FoundContextCount': 580, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 22, 'nanos': 641839927}, 'statistics': {'Evaluated': 11144842, 'BankSize': 1981422, 'FoundContextCount': 15, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 27}}]","['arr.push(arr.splice(i, 1)[0])', 'arr.push(arr.splice(i,1)[0])']",2,2
stackoverflow7modified,33.20514,"("" "" + _arg_0).slice(1, _arg_0.indexOf(_arg_1)) + _arg_0.replaceAll(_arg_1, "" "").slice(_arg_1.length)",,0,tasks/benchmarks/fromSobeq/may/probe/stackoverflow7modified.sy,https=//stackoverflow.com/questions/29935088/how-to-remove-substring-that-is-in-another-column-in-excel,Primitive,Without Side Effects,880,20.65014784 GB,32002584,3860965,105,1,4,27,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 536407}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 45216909}, 'statistics': {'Evaluated': 526, 'BankSize': 87, 'FoundContextCount': 8, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 455372055}, 'statistics': {'Evaluated': 387651, 'BankSize': 12866, 'FoundContextCount': 97, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 32, 'nanos': 703409278}, 'statistics': {'Evaluated': 31614933, 'BankSize': 3848099, 'FoundContextCount': 8, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 27}}]","[""_arg_0.replace(_arg_1, '').trim()"", ""_arg_0.split(_arg_1).join('').trim()""]",2,2
leetcode-adddominos,81.608646,"set.add(""-"".replaceAll("""", dom).slice(2, -2))",,1,tasks/benchmarks/fromSobeq/must/sobeq-new/leetcode-adddominos.sy,https://leetcode.com/discuss/interview-question/2042532/on-line-assessment-code-from-one-of-big-tech-companies,Primitive Objects,With Side Effects,882,61.551599616 GB,63352402,10728411,288,3,4,27,"[' ', '-', '']","[0, 1, 2]","[{'time': {'secs': 0, 'nanos': 370521}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 44139761}, 'statistics': {'Evaluated': 976, 'BankSize': 73, 'FoundContextCount': 8, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 364673612}, 'statistics': {'Evaluated': 338488, 'BankSize': 8209, 'FoundContextCount': 280, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 81, 'nanos': 198886001}, 'statistics': {'Evaluated': 63013914, 'BankSize': 10720202, 'FoundContextCount': 8, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 27}}]","[""set.add(dom[2] + '-' + dom[1])""]",2,2
leetcode-arraypermutations-mustmut,90.258899,"ans.push(nums[n]), ans",,1,tasks/benchmarks/fromSobeq/must/stateCopies/leetcode-arraypermutations-mustmut.sy,https://leetcode.com/problems/build-array-from-permutation/,Primitive Objects,With Side Effects,881,71.700205568 GB,31189224,7813222,3493,3,4,19,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 500289}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 49109089}, 'statistics': {'Evaluated': 787, 'BankSize': 108, 'FoundContextCount': 31, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 3, 'nanos': 120528698}, 'statistics': {'Evaluated': 995968, 'BankSize': 42968, 'FoundContextCount': 3462, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 87, 'nanos': 88038616}, 'statistics': {'Evaluated': 30193256, 'BankSize': 7770254, 'FoundContextCount': 31, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 19}}]",['ans.push(nums[n]); ans'],4,3
buffer-add,216.975568,"(arr[end]) = toadd, (++beg) / (--end)",,3,tasks/benchmarks/fromSobeq/must/CodeHint/buffer-add.sy,https://github.com/jgalenson/codehint/blob/master/examples/test.java,Primitive Objects,With Side Effects,882,66.63407616 GB,127271065,29602675,2536,3,4,21,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 551955}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 6, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 43707032}, 'statistics': {'Evaluated': 1244, 'BankSize': 118, 'FoundContextCount': 42, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 1, 'nanos': 977816754}, 'statistics': {'Evaluated': 1684309, 'BankSize': 51532, 'FoundContextCount': 2494, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 12}}, {'time': {'secs': 214, 'nanos': 952898594}, 'statistics': {'Evaluated': 125586756, 'BankSize': 29551143, 'FoundContextCount': 42, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 21}}]","['arr.splice(beg++,1,toadd); beg', 'arr.splice(beg,1,toadd); beg++; beg']",1,4
sum-two-arrays-destructive,41.001355,,OOM,,tasks/benchmarks/fromSobeq/may/sobeq-new/sum-two-arrays-destructive.sy,https://github.com/peleghila/sobeq/blob/main/benchmarks/must/sobeq-new/sum-two-arrays-destructive.sy,Primitive Objects,With Side Effects,881,111.843524608 GB,55178667,10853964,1690,3,4,23,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 510467}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 44414738}, 'statistics': {'Evaluated': 699, 'BankSize': 91, 'FoundContextCount': 23, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 1, 'nanos': 523111159}, 'statistics': {'Evaluated': 663159, 'BankSize': 25095, 'FoundContextCount': 1667, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 12}}, {'time': {'secs': 0, 'nanos': 0}, 'statistics': {'Evaluated': 54515584, 'BankSize': 10828891, 'FoundContextCount': 23, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 23}}]",['rs.push(fst.shift() + snd.shift())'],2,3
leetcode-arraysum,45.001408,,OOM,,tasks/benchmarks/fromSobeq/must/sobeq-new/leetcode-arraysum.sy,https://leetcode.com/problems/running-sum-of-1d-array/,Primitive Objects,With Side Effects,882,108.74044416 GB,34675556,12515608,5318,3,4,17,"[' ', '']","[0, 1, -1]","[{'time': {'secs': 0, 'nanos': 547910}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 58656419}, 'statistics': {'Evaluated': 1196, 'BankSize': 130, 'FoundContextCount': 43, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 11, 'nanos': 223079999}, 'statistics': {'Evaluated': 1726775, 'BankSize': 69414, 'FoundContextCount': 5275, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 12}}, {'time': {'secs': 0, 'nanos': 0}, 'statistics': {'Evaluated': 32948829, 'BankSize': 12446213, 'FoundContextCount': 43, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 17}}]",['runningSum.push(runningSum.at(-1) + n); runningSum'],4,3
elasticsearch_split,49.001236,,OOM,,tasks/benchmarks/fromFrangel/github/elasticsearch_split.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/github/ElasticSearchSplit.java,Primitive Objects,Without Side Effects,881,110.998540288 GB,47398628,7883994,1633,3,4,21,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 528514}, 'statistics': {'Evaluated': 7, 'BankSize': 7, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 50143155}, 'statistics': {'Evaluated': 786, 'BankSize': 105, 'FoundContextCount': 24, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 2, 'nanos': 326157804}, 'statistics': {'Evaluated': 988754, 'BankSize': 36373, 'FoundContextCount': 1609, 'MaxMutatingOpcodes': 3, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 0, 'nanos': 0}, 'statistics': {'Evaluated': 46409913, 'BankSize': 7847629, 'FoundContextCount': 24, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 21}}]","['result[0] = toSplit.substring(0, index); result[1] = toSplit.substring(index + 1); result']",5,3
stackoverflow4modified,57.001172,,OOM,,tasks/benchmarks/fromSobeq/may/probe/stackoverflow4modified.sy,https=//stackoverflow.com/questions/2727679/substring-in-excel,Primitive,Without Side Effects,882,107.972530176 GB,100445774,13417176,74,1,4,27,"['>', ',', ' ', '<', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 429768}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 47361161}, 'statistics': {'Evaluated': 1140, 'BankSize': 115, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 2, 'nanos': 249803267}, 'statistics': {'Evaluated': 1701492, 'BankSize': 40584, 'FoundContextCount': 69, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 0, 'nanos': 0}, 'statistics': {'Evaluated': 98744368, 'BankSize': 13376607, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 27}}]","[""_arg_0.replaceAll('<',' ').replaceAll('>','').replaceAll(',',' ')""]",3,1
phone-10-longmodified,69.001777,,OOM,,tasks/benchmarks/fromSobeq/may/probe/phone-10-longmodified.sy,,Primitive,Without Side Effects,882,108.89406464 GB,108533473,13965727,78,1,4,27,"[') ', ' ', ' (', '-', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 433152}, 'statistics': {'Evaluated': 8, 'BankSize': 8, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 44560898}, 'statistics': {'Evaluated': 1140, 'BankSize': 118, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 2, 'nanos': 484027160}, 'statistics': {'Evaluated': 1935691, 'BankSize': 48278, 'FoundContextCount': 73, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 0, 'nanos': 0}, 'statistics': {'Evaluated': 106597824, 'BankSize': 13917457, 'FoundContextCount': 5, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 27}}]","[""_arg_0.replace(' ', ' (').replace('-', ') ')""]",3,1
clean-and-reformat-telephone-numbersmodified,115.001284,,OOM,,tasks/benchmarks/fromSobeq/may/probe/clean-and-reformat-telephone-numbersmodified.sy,https=//exceljet.net/formula/clean-and-reformat-telephone-numbers,Primitive,Without Side Effects,883,107.54512896 GB,150393279,16278931,112,1,4,23,"['>', '.', ' ', '<', '-', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 617442}, 'statistics': {'Evaluated': 9, 'BankSize': 9, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 43123411}, 'statistics': {'Evaluated': 1595, 'BankSize': 158, 'FoundContextCount': 6, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 5, 'nanos': 348180697}, 'statistics': {'Evaluated': 5119649, 'BankSize': 130788, 'FoundContextCount': 106, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 0, 'nanos': 0}, 'statistics': {'Evaluated': 145273665, 'BankSize': 16148151, 'FoundContextCount': 6, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 23}}]","[""_arg_0.replaceAll('<','').replaceAll('>','').replaceAll('.','').replaceAll('-','').replaceAll(' ','')""]",3,1
MaxAndMin-keepAllElems,934.001596,,OOM,,tasks/benchmarks/fromSobeq/must/stateCopies/MaxAndMin-keepAllElems.sy,https://github.com/peleghila/sobeq/blob/main/benchmarks/must/stateCopies/MaxAndMin-keepAllElems.sy,Primitive Objects,With Side Effects,879,107.481055232 GB,863904743,26130316,4121,3,5,36,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 483839}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 40938986}, 'statistics': {'Evaluated': 320, 'BankSize': 42, 'FoundContextCount': 9, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 109211999}, 'statistics': {'Evaluated': 50625, 'BankSize': 2947, 'FoundContextCount': 132, 'MaxMutatingOpcodes': 2, 'MaxDepth': 3, 'MaxSize': 12}}, {'time': {'secs': 895, 'nanos': 939027649}, 'statistics': {'Evaluated': 802747027, 'BankSize': 4571867, 'FoundContextCount': 3989, 'MaxMutatingOpcodes': 3, 'MaxDepth': 4, 'MaxSize': 31}}, {'time': {'secs': 0, 'nanos': 0}, 'statistics': {'Evaluated': 61157772, 'BankSize': 21558468, 'FoundContextCount': 132, 'MaxMutatingOpcodes': 3, 'MaxDepth': 5, 'MaxSize': 36}}]","['arr.sort((a, b)=>a - b)[0] + arr.reverse()[0]']",2,1
UppercaseFirstChar,1236.001677,,OOM,,tasks/benchmarks/fromSobeq/may/FrAngel/UppercaseFirstChar.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/controlstructures/UppercaseFirstChar.java,Primitive,Without Side Effects,879,107.441389568 GB,1168794276,13309213,17,1,4,40,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 400602}, 'statistics': {'Evaluated': 5, 'BankSize': 5, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 43746704}, 'statistics': {'Evaluated': 315, 'BankSize': 37, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 100301275}, 'statistics': {'Evaluated': 70075, 'BankSize': 3459, 'FoundContextCount': 15, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 0, 'nanos': 0}, 'statistics': {'Evaluated': 1168724233, 'BankSize': 13305754, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 40}}]","['str.slice(0,1).toUpperCase() + str.slice(1)', 'str.slice(0,1).toUpperCase() + str.slice(1,str.length)']",3,1
initials_smallmodified,2183.001512,,OOM,,tasks/benchmarks/fromSobeq/may/probe/initials_smallmodified.sy,,Primitive,Without Side Effects,880,107.39089408 GB,1966001375,12440297,28,1,4,38,"[' ', '.', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 471260}, 'statistics': {'Evaluated': 6, 'BankSize': 6, 'FoundContextCount': 2, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 44455768}, 'statistics': {'Evaluated': 512, 'BankSize': 56, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 2, 'MaxSize': 4}}, {'time': {'secs': 0, 'nanos': 195457856}, 'statistics': {'Evaluated': 150240, 'BankSize': 5343, 'FoundContextCount': 25, 'MaxMutatingOpcodes': 1, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 0, 'nanos': 0}, 'statistics': {'Evaluated': 1965851167, 'BankSize': 12434954, 'FoundContextCount': 3, 'MaxMutatingOpcodes': 1, 'MaxDepth': 4, 'MaxSize': 38}}]","[""_arg_0.split(' ')[0][0] + '.' + _arg_0.split(' ')[1][0] + '.'""]",3,1
sypet_06_solveLinear,3600.000797,,Timeout,,tasks/benchmarks/fromFrangel/sypet/sypet_06_solveLinear.sy,https://github.com/kensens/FrAngel/blob/master/src/frangel/benchmarks/sypet/SyPet_06_solveLinear.java,Full OOP,Without Side Effects,2505,22.222170624 GB,302405968,4701824,585,1,4,28,"[' ', '']","[0, 1]","[{'time': {'secs': 0, 'nanos': 27055151}, 'statistics': {'Evaluated': 9, 'BankSize': 9, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 1, 'MaxSize': 1}}, {'time': {'secs': 0, 'nanos': 139217803}, 'statistics': {'Evaluated': 1132, 'BankSize': 52, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 2, 'MaxSize': 5}}, {'time': {'secs': 3, 'nanos': 562811606}, 'statistics': {'Evaluated': 234181, 'BankSize': 5050, 'FoundContextCount': 4, 'MaxMutatingOpcodes': 0, 'MaxDepth': 3, 'MaxSize': 13}}, {'time': {'secs': 8, 'nanos': 457834624}, 'statistics': {'Evaluated': 6807, 'BankSize': 1451, 'FoundContextCount': 0, 'MaxMutatingOpcodes': 0, 'MaxDepth': 4, 'MaxSize': 13}}]",['(new SingularValueDecomposition(new Matrix(mat))).inverse().mmul((new Matrix(vec)).transpose()).to1DArray()'],2,2
